id,donor_id,committee_id,amount,date,raw,is_fake
621,1109,461,8515.73,2024-09-02,{},True
622,1180,297,36906.19,2023-11-22,{},True
623,1030,246,6762.79,2024-06-08,{},True
624,244,49,6963.3,2025-09-28,{},True
625,38,111,25604.5,2024-08-04,{},True
626,1482,304,30778.68,2025-07-04,{},True
627,394,301,37847.39,2024-08-26,{},True
628,1991,306,44021.81,2025-05-08,{},True
629,1878,21,5287.48,2025-01-19,{},True
630,1821,2,39061.24,2023-12-17,{},True
631,1947,400,33894.44,2024-08-20,{},True
632,753,319,17501.36,2025-08-02,{},True
633,611,251,49213.81,2024-09-06,{},True
634,162,223,27962.62,2025-01-09,{},True
635,1541,32,36169.28,2024-07-05,{},True
636,796,263,1770.13,2025-05-01,{},True
637,487,20,15552.4,2025-08-10,{},True
638,1981,438,1588.65,2024-12-10,{},True
639,1771,498,16370.19,2025-07-27,{},True
640,1428,139,43515.06,2024-02-15,{},True
641,1067,9,4008.27,2025-05-30,{},True
642,1436,394,10068.33,2025-05-13,{},True
643,1680,446,45141.38,2025-03-07,{},True
644,433,470,12050.44,2024-12-07,{},True
645,2,469,17918.43,2024-08-30,{},True
646,537,101,9328.96,2024-03-13,{},True
647,1507,452,5430.77,2024-02-19,{},True
648,1864,177,13339.92,2024-02-13,{},True
649,681,318,31586.34,2025-01-14,{},True
650,1343,332,31184.57,2025-04-19,{},True
651,1184,42,37940.95,2025-09-16,{},True
652,971,305,36783.57,2024-09-13,{},True
653,221,306,18977.42,2023-11-10,{},True
654,1813,319,39976.29,2024-03-11,{},True
655,97,309,43220.98,2024-01-19,{},True
656,482,195,14674.94,2025-06-03,{},True
657,1004,330,20844.05,2025-08-22,{},True
658,1955,359,28470.69,2024-09-28,{},True
659,38,466,42054.28,2024-01-26,{},True
660,755,294,15166.32,2024-05-09,{},True
661,1300,105,39319.5,2024-08-03,{},True
662,52,462,28522.56,2025-07-12,{},True
663,56,456,43912.31,2025-10-15,{},True
664,153,216,41233.7,2025-09-09,{},True
665,28,55,37828.3,2024-08-03,{},True
666,697,458,49108.22,2025-05-27,{},True
667,1356,111,49501.95,2024-06-25,{},True
668,853,10,31222.18,2025-01-15,{},True
669,598,108,30442.87,2025-03-30,{},True
670,746,324,42239.3,2025-04-11,{},True
671,401,336,13374.28,2024-09-26,{},True
672,1245,253,10418.32,2023-11-14,{},True
673,121,2,42520.1,2025-03-19,{},True
674,848,18,47298.74,2024-07-23,{},True
675,762,101,16771.71,2024-07-06,{},True
676,1647,323,49224.1,2025-09-29,{},True
677,1621,15,17972.65,2025-07-19,{},True
678,367,407,38565.32,2024-08-27,{},True
679,1977,222,37263.69,2025-05-10,{},True
680,1899,158,33874.09,2023-11-28,{},True
681,1149,280,37117.64,2025-05-19,{},True
682,1151,332,48313.25,2024-06-03,{},True
683,1680,497,26998.05,2025-09-11,{},True
684,1770,410,15056.55,2024-05-28,{},True
685,1221,254,2208.43,2025-03-09,{},True
686,844,142,27590.82,2024-10-26,{},True
687,1436,170,16169.04,2024-04-26,{},True
688,200,350,20255.88,2023-12-23,{},True
689,1500,108,8191.02,2024-09-28,{},True
690,580,17,42177.48,2023-11-08,{},True
691,1828,392,31949.28,2025-09-04,{},True
692,923,388,39651.88,2024-09-30,{},True
693,1953,401,14495.85,2024-02-10,{},True
694,165,467,32027.76,2023-11-17,{},True
695,420,190,9991.34,2024-06-22,{},True
696,202,321,123.43,2024-06-03,{},True
697,1051,330,38816.41,2024-05-28,{},True
698,151,356,19852.67,2024-01-17,{},True
699,1576,205,24905.81,2024-07-29,{},True
700,1408,14,31242.29,2025-07-10,{},True
701,1389,185,7800.92,2024-06-21,{},True
702,1040,468,41630.93,2024-07-19,{},True
703,1386,259,42532.21,2023-12-14,{},True
704,776,272,43772.29,2024-11-28,{},True
705,88,134,34767.23,2024-12-05,{},True
706,388,311,13058.43,2025-01-16,{},True
707,1209,8,1683.85,2025-01-17,{},True
708,1624,264,33861.01,2023-10-22,{},True
709,1088,301,49355.17,2024-11-28,{},True
710,669,397,45586.6,2024-11-20,{},True
711,1106,425,31739.59,2024-09-25,{},True
712,992,264,39548.84,2023-11-06,{},True
713,1247,367,40953.7,2024-01-09,{},True
714,1115,24,9626.83,2024-03-03,{},True
715,49,110,22637.15,2024-11-28,{},True
716,423,385,4173.28,2024-05-21,{},True
717,106,189,48359.77,2024-10-11,{},True
718,1619,285,20505.23,2024-10-07,{},True
719,1316,353,15328.0,2024-09-28,{},True
720,727,106,34610.65,2024-01-22,{},True
721,936,130,26049.07,2025-06-08,{},True
722,1941,283,3928.22,2024-10-27,{},True
723,387,132,48753.98,2024-11-22,{},True
724,1481,304,17486.29,2025-04-04,{},True
725,1340,61,46213.81,2025-02-15,{},True
726,30,164,2911.83,2025-10-12,{},True
727,148,284,5093.81,2025-08-12,{},True
728,1455,433,35488.77,2024-02-25,{},True
729,154,254,43938.11,2025-09-16,{},True
730,5,20,48418.65,2025-04-17,{},True
731,1055,420,17922.85,2024-09-26,{},True
732,1492,337,5502.34,2025-04-25,{},True
733,1742,395,48276.4,2024-06-17,{},True
734,277,350,9655.56,2023-12-17,{},True
735,514,260,46265.8,2025-06-06,{},True
736,18,448,36270.52,2023-12-21,{},True
737,583,348,16301.68,2025-04-04,{},True
738,652,168,44210.14,2024-03-30,{},True
739,1434,293,19290.1,2024-07-15,{},True
740,662,432,18089.1,2025-05-17,{},True
741,161,140,13483.06,2023-12-18,{},True
742,1919,80,33174.97,2024-04-03,{},True
743,1468,391,34634.46,2025-01-28,{},True
744,1503,289,27126.51,2023-10-24,{},True
745,126,33,45575.22,2025-02-24,{},True
746,120,314,9578.27,2025-07-26,{},True
747,265,63,16699.68,2025-06-28,{},True
748,1206,131,5438.2,2024-12-20,{},True
749,1652,221,5524.0,2025-04-30,{},True
750,198,454,42557.69,2025-05-12,{},True
751,1055,497,11747.36,2024-02-22,{},True
752,514,385,35185.35,2024-07-17,{},True
753,1227,208,37485.37,2023-11-21,{},True
754,1901,388,6819.45,2023-10-28,{},True
755,1387,211,40677.76,2025-04-01,{},True
756,270,64,19431.04,2024-10-12,{},True
757,1614,212,49811.95,2023-12-24,{},True
758,1155,153,25837.43,2024-01-16,{},True
759,1878,360,42273.62,2023-12-02,{},True
760,124,1,3896.96,2023-12-01,{},True
761,338,364,10391.23,2025-09-30,{},True
762,1426,12,6171.99,2025-09-17,{},True
763,932,297,41288.29,2024-05-11,{},True
764,691,189,31300.99,2024-04-03,{},True
765,800,334,23261.81,2025-09-05,{},True
766,504,96,11108.81,2025-03-11,{},True
767,1489,332,39950.87,2024-11-15,{},True
768,394,199,25271.81,2025-06-23,{},True
769,204,151,12080.2,2023-11-08,{},True
770,577,202,44551.88,2025-06-23,{},True
771,359,411,25290.07,2025-05-12,{},True
772,1536,250,13228.76,2024-02-09,{},True
773,1235,330,2836.35,2025-07-06,{},True
774,410,263,33712.71,2024-01-15,{},True
775,1761,374,28591.49,2024-04-15,{},True
776,1313,7,17169.82,2025-10-08,{},True
777,1257,189,420.04,2023-10-28,{},True
778,1564,463,46007.89,2025-03-03,{},True
779,1987,139,8132.44,2024-04-24,{},True
780,1313,36,21827.86,2025-06-16,{},True
781,474,204,7662.61,2024-11-30,{},True
782,1951,229,24617.23,2025-03-01,{},True
783,176,14,35022.26,2024-05-03,{},True
784,1005,95,23369.88,2024-03-13,{},True
785,1953,474,6159.51,2025-06-19,{},True
786,104,427,46899.64,2024-02-02,{},True
787,1194,41,45822.1,2024-01-23,{},True
788,1871,180,37070.79,2024-06-22,{},True
789,1854,446,28649.8,2023-10-31,{},True
790,1532,429,37491.4,2024-03-08,{},True
791,173,192,17011.61,2024-11-04,{},True
792,187,283,15633.7,2024-07-02,{},True
793,732,368,48734.63,2024-08-16,{},True
794,754,86,31154.07,2023-10-29,{},True
795,525,127,31364.61,2024-07-08,{},True
796,288,71,4846.6,2024-02-12,{},True
797,407,66,27606.93,2024-06-18,{},True
798,290,136,38855.4,2025-10-03,{},True
799,983,475,32173.34,2024-05-25,{},True
800,352,291,26760.32,2024-06-10,{},True
801,1359,83,1173.61,2023-11-04,{},True
802,318,317,3849.71,2024-01-25,{},True
803,1903,235,49449.8,2023-12-14,{},True
804,787,161,38757.9,2024-07-01,{},True
805,1339,332,12236.35,2024-03-17,{},True
806,539,75,1685.93,2025-06-24,{},True
807,1281,172,42058.39,2025-01-21,{},True
808,1057,386,5605.15,2025-10-12,{},True
809,501,55,14585.94,2025-07-15,{},True
810,1964,391,43174.78,2025-01-17,{},True
811,281,370,18675.21,2024-01-25,{},True
812,125,112,3070.1,2025-03-10,{},True
813,284,144,42500.43,2024-02-07,{},True
814,450,9,809.64,2023-12-24,{},True
815,232,108,3342.28,2024-11-18,{},True
816,869,155,41650.26,2023-12-01,{},True
817,379,43,14135.72,2024-05-08,{},True
818,953,329,23932.55,2024-04-22,{},True
819,1389,448,33864.31,2024-06-07,{},True
820,1976,435,18596.89,2024-08-25,{},True
821,1360,466,30877.47,2024-01-27,{},True
822,1514,69,44583.64,2023-11-11,{},True
823,1978,243,1225.68,2024-02-25,{},True
824,1353,65,21399.71,2024-07-14,{},True
825,1517,157,28190.0,2025-01-30,{},True
826,819,319,46754.83,2024-11-15,{},True
827,969,314,29206.12,2023-11-17,{},True
828,1979,266,46829.99,2025-03-26,{},True
829,1426,95,17609.27,2025-06-11,{},True
830,1376,303,21829.96,2025-03-15,{},True
831,1597,157,3938.91,2025-07-20,{},True
832,434,179,820.11,2024-04-07,{},True
833,918,354,21751.37,2023-11-20,{},True
834,594,317,31147.06,2023-12-05,{},True
835,926,86,35043.99,2024-12-31,{},True
836,1448,207,9540.52,2025-02-05,{},True
837,1157,211,25326.18,2024-09-03,{},True
838,1937,21,22172.49,2024-04-03,{},True
839,1866,55,30817.01,2025-04-14,{},True
840,579,256,15743.19,2024-09-22,{},True
841,1348,486,39057.39,2024-10-24,{},True
842,1301,95,6450.43,2024-03-21,{},True
843,195,34,7244.47,2024-02-23,{},True
844,1728,404,41593.07,2024-06-30,{},True
845,1669,416,48653.23,2025-10-03,{},True
846,1500,145,7162.33,2025-02-08,{},True
847,1959,359,18498.45,2024-06-08,{},True
848,1168,372,11208.82,2024-09-27,{},True
849,1330,368,45493.79,2024-09-15,{},True
850,431,392,27617.79,2025-09-26,{},True
851,1656,156,11653.35,2025-03-24,{},True
852,229,209,44754.74,2024-09-05,{},True
853,1946,39,21597.47,2024-02-01,{},True
854,832,379,43135.98,2025-08-17,{},True
855,1802,341,23609.89,2024-07-18,{},True
856,1389,158,45565.25,2024-04-29,{},True
857,847,299,24353.85,2025-07-22,{},True
858,999,59,5644.67,2025-02-28,{},True
859,1080,414,35893.26,2024-09-02,{},True
860,677,460,3443.72,2025-10-06,{},True
861,226,61,18535.13,2024-01-25,{},True
862,1117,463,22709.97,2024-01-18,{},True
863,492,299,3048.44,2024-02-28,{},True
864,404,254,5915.77,2023-10-30,{},True
865,1326,189,46792.27,2025-08-30,{},True
866,1057,206,572.63,2023-12-21,{},True
867,824,155,6554.87,2024-01-28,{},True
868,826,446,8928.48,2023-10-27,{},True
869,1722,155,16978.97,2024-11-29,{},True
870,1044,276,36079.52,2024-09-20,{},True
871,585,365,18847.53,2024-06-01,{},True
872,1190,436,10364.53,2025-08-14,{},True
873,142,416,14093.62,2025-02-11,{},True
874,1325,283,24868.41,2025-05-17,{},True
875,1771,14,25982.03,2024-04-30,{},True
876,48,183,32324.46,2024-04-09,{},True
877,942,322,3320.62,2024-09-21,{},True
878,1821,500,40966.18,2024-02-04,{},True
879,1020,271,12945.55,2025-02-06,{},True
880,629,143,2501.65,2024-10-30,{},True
881,320,376,24393.01,2024-03-10,{},True
882,534,397,25472.47,2023-11-13,{},True
883,524,88,13845.28,2024-12-17,{},True
884,1920,119,22105.94,2024-07-26,{},True
885,1692,105,20330.39,2023-12-05,{},True
886,877,490,2655.4,2024-08-04,{},True
887,634,276,37801.35,2024-08-13,{},True
888,1610,377,22953.92,2025-09-30,{},True
889,245,276,26225.07,2024-06-28,{},True
890,834,35,26327.81,2024-10-19,{},True
891,1516,251,35856.53,2023-11-07,{},True
892,1321,113,14827.58,2025-08-08,{},True
893,913,238,14446.79,2024-05-12,{},True
894,856,225,48620.57,2024-06-04,{},True
895,1518,150,18776.14,2025-07-24,{},True
896,257,237,44804.12,2024-08-26,{},True
897,1417,125,32128.83,2024-05-14,{},True
898,1311,53,32047.36,2024-04-15,{},True
899,1699,412,45185.66,2024-10-24,{},True
900,215,163,20798.95,2025-08-31,{},True
901,670,438,14280.76,2025-05-14,{},True
902,1679,110,39567.45,2025-02-16,{},True
903,568,322,38385.66,2024-08-31,{},True
904,1297,181,17208.84,2025-04-07,{},True
905,898,306,22865.77,2025-02-16,{},True
906,1654,16,36207.83,2023-10-22,{},True
907,1232,402,35973.2,2025-04-12,{},True
908,976,458,22126.17,2025-08-27,{},True
909,114,427,15471.8,2025-05-13,{},True
910,1311,192,16902.65,2025-09-27,{},True
911,432,14,49551.09,2024-09-04,{},True
912,146,249,9832.19,2024-09-08,{},True
913,1590,476,13146.38,2024-09-19,{},True
914,310,242,8645.82,2025-02-25,{},True
915,720,301,8811.72,2025-04-26,{},True
916,1308,94,28756.25,2025-02-05,{},True
917,1136,183,19125.77,2024-10-01,{},True
918,1415,66,12953.72,2025-09-19,{},True
919,752,188,17129.39,2024-03-02,{},True
920,1323,469,31342.61,2025-01-20,{},True
921,669,436,41916.79,2024-05-29,{},True
922,1021,241,14471.45,2025-08-09,{},True
923,1090,182,21581.95,2025-01-28,{},True
924,320,473,32521.65,2024-08-18,{},True
925,631,468,7827.14,2024-04-24,{},True
926,1801,384,13519.58,2025-02-03,{},True
927,897,158,7764.98,2024-12-12,{},True
928,1525,70,39116.3,2025-02-03,{},True
929,49,95,6402.85,2025-04-24,{},True
930,564,38,226.23,2025-09-27,{},True
931,600,464,28563.27,2024-06-19,{},True
932,86,235,8138.52,2024-02-03,{},True
933,698,81,35717.83,2024-03-12,{},True
934,1954,425,43812.54,2025-01-21,{},True
935,219,371,13965.75,2024-09-10,{},True
936,945,215,2402.6,2025-09-30,{},True
937,843,232,47532.29,2025-08-13,{},True
938,900,88,18727.92,2024-08-04,{},True
939,113,294,11969.23,2023-12-27,{},True
940,330,499,5904.9,2025-06-08,{},True
941,1174,176,19516.68,2025-03-17,{},True
942,1720,319,9796.63,2024-10-18,{},True
943,368,31,18755.44,2024-06-01,{},True
944,3,217,36428.0,2024-01-13,{},True
945,86,204,44684.62,2025-03-26,{},True
946,796,467,31436.9,2024-06-09,{},True
947,1379,370,38414.32,2024-05-08,{},True
948,688,469,27073.35,2023-10-31,{},True
949,520,140,33488.63,2025-07-31,{},True
950,260,112,19876.16,2024-10-11,{},True
951,1189,465,13256.13,2024-12-28,{},True
952,212,464,37147.84,2024-02-22,{},True
953,1640,18,39748.35,2025-07-05,{},True
954,1388,88,1707.71,2023-10-27,{},True
955,1167,193,24609.16,2025-07-30,{},True
956,1530,18,14908.92,2025-05-30,{},True
957,1941,405,20625.52,2025-01-26,{},True
958,502,485,9365.73,2023-10-24,{},True
959,1714,186,6034.97,2024-01-11,{},True
960,1973,426,23339.09,2025-08-30,{},True
961,256,309,18846.57,2024-12-02,{},True
962,1209,406,8982.7,2025-05-27,{},True
963,1181,209,1421.76,2024-11-25,{},True
964,1072,221,17714.6,2025-06-03,{},True
965,166,487,13567.03,2024-12-01,{},True
966,1632,109,13560.62,2024-08-07,{},True
967,365,92,1688.67,2024-11-18,{},True
968,1694,24,45109.04,2023-12-02,{},True
969,445,41,39511.89,2025-06-01,{},True
970,93,478,22798.74,2024-02-16,{},True
971,345,85,7213.22,2024-03-28,{},True
972,956,130,30914.05,2024-01-28,{},True
973,1945,306,43525.23,2024-11-22,{},True
974,1869,260,28342.24,2025-02-02,{},True
975,1503,205,24357.58,2025-04-22,{},True
976,601,85,27059.82,2024-06-03,{},True
977,815,17,4147.97,2025-04-23,{},True
978,1585,201,49224.72,2024-09-13,{},True
979,1416,329,23585.01,2023-12-25,{},True
980,1775,272,22538.39,2024-06-25,{},True
981,438,464,25158.0,2025-02-18,{},True
982,1793,265,2914.82,2024-04-29,{},True
983,213,33,40337.07,2025-06-15,{},True
984,68,335,17536.05,2024-07-14,{},True
985,1408,479,29047.72,2025-07-13,{},True
986,1936,107,26505.05,2025-07-18,{},True
987,746,474,48254.36,2025-09-27,{},True
988,303,108,23299.59,2024-04-04,{},True
989,687,23,13524.48,2025-02-06,{},True
990,1630,269,40104.33,2025-10-09,{},True
991,815,335,12145.6,2024-09-29,{},True
992,384,136,13968.92,2024-02-09,{},True
993,1396,313,19986.15,2025-08-10,{},True
994,513,210,1780.44,2024-03-19,{},True
995,1729,57,46317.05,2025-09-02,{},True
996,1461,87,20935.13,2025-01-10,{},True
997,812,371,37191.52,2025-07-07,{},True
998,666,324,15584.11,2023-11-07,{},True
999,957,300,12419.21,2025-08-05,{},True
1000,1349,302,28561.72,2025-07-03,{},True
1001,115,68,6082.31,2025-07-01,{},True
1002,1811,153,33533.41,2025-06-21,{},True
1003,159,380,19307.12,2024-04-14,{},True
1004,1699,382,37905.86,2025-06-27,{},True
1005,639,243,33486.16,2024-09-27,{},True
1006,150,26,7483.36,2025-05-15,{},True
1007,1251,439,21391.98,2025-09-30,{},True
1008,1553,333,32477.26,2024-03-05,{},True
1009,752,135,14723.01,2024-08-23,{},True
1010,1203,384,2272.72,2025-07-07,{},True
1011,1631,136,9960.53,2024-11-15,{},True
1012,953,444,1704.37,2024-12-10,{},True
1013,1266,339,20751.1,2024-03-29,{},True
1014,1894,450,1692.47,2024-09-01,{},True
1015,22,106,16103.27,2023-12-21,{},True
1016,1595,424,41609.0,2023-11-12,{},True
1017,487,487,22582.63,2024-11-24,{},True
1018,383,386,13747.8,2024-06-24,{},True
1019,1368,138,38592.5,2024-07-26,{},True
1020,1656,204,529.99,2024-01-01,{},True
1021,1101,390,44865.52,2024-09-30,{},True
1022,732,447,4366.76,2023-12-18,{},True
1023,1199,304,1616.99,2024-06-06,{},True
1024,829,164,37648.96,2024-08-31,{},True
1025,1500,121,8838.28,2025-10-09,{},True
1026,382,345,20242.75,2024-09-11,{},True
1027,1240,37,38037.58,2023-10-24,{},True
1028,158,417,24594.69,2024-04-08,{},True
1029,690,59,9026.3,2025-04-12,{},True
1030,1235,365,8609.7,2024-10-18,{},True
1031,931,92,39835.97,2024-05-22,{},True
1032,1192,40,20300.79,2023-12-07,{},True
1033,597,484,7023.86,2023-11-09,{},True
1034,299,67,44022.88,2024-08-16,{},True
1035,1243,73,46206.44,2025-06-25,{},True
1036,506,280,12899.49,2024-06-10,{},True
1037,1131,227,16550.93,2024-05-01,{},True
1038,1764,245,48333.99,2023-12-29,{},True
1039,800,45,24523.47,2024-01-01,{},True
1040,767,348,24253.92,2024-11-21,{},True
1041,328,343,12954.77,2024-10-27,{},True
1042,1872,476,18233.81,2024-11-21,{},True
1043,1067,460,40921.98,2024-03-16,{},True
1044,1767,449,11815.87,2023-11-12,{},True
1045,887,8,25007.57,2024-10-31,{},True
1046,1147,111,11783.25,2025-03-01,{},True
1047,1358,145,2430.17,2024-01-01,{},True
1048,412,376,40691.41,2024-12-22,{},True
1049,399,242,25586.67,2024-11-27,{},True
1050,804,436,31793.71,2025-06-22,{},True
1051,721,427,31744.19,2025-09-21,{},True
1052,374,437,19483.62,2025-08-27,{},True
1053,1070,208,19158.04,2023-11-21,{},True
1054,1061,13,27127.61,2024-07-17,{},True
1055,46,247,29462.62,2024-01-01,{},True
1056,855,172,11967.15,2025-05-07,{},True
1057,52,26,9361.47,2025-02-17,{},True
1058,294,249,49938.48,2024-02-08,{},True
1059,28,316,10125.58,2025-03-02,{},True
1060,838,338,40719.92,2024-04-20,{},True
1061,576,241,43692.54,2024-04-18,{},True
1062,1268,80,28037.71,2023-11-28,{},True
1063,481,459,11144.69,2024-05-05,{},True
1064,1642,45,13279.98,2025-03-17,{},True
1065,1398,58,10835.2,2024-07-26,{},True
1066,968,148,22506.25,2024-05-31,{},True
1067,362,256,41400.27,2024-03-25,{},True
1068,467,297,8812.44,2024-06-07,{},True
1069,295,351,20411.61,2024-12-17,{},True
1070,1483,361,25190.01,2024-03-25,{},True
1071,571,448,28550.36,2024-12-30,{},True
1072,533,81,24962.36,2025-04-25,{},True
1073,854,380,43806.01,2024-06-17,{},True
1074,1251,127,36460.28,2024-09-26,{},True
1075,1559,127,46997.43,2024-08-03,{},True
1076,1498,294,43614.06,2024-03-15,{},True
1077,1047,110,7108.4,2025-02-02,{},True
1078,634,16,33968.37,2024-07-19,{},True
1079,357,409,45831.95,2025-08-16,{},True
1080,176,401,49607.13,2025-08-21,{},True
1081,1698,177,30605.32,2024-05-26,{},True
1082,215,323,45503.42,2025-06-10,{},True
1083,853,472,3811.53,2024-11-21,{},True
1084,1027,14,29496.76,2025-09-20,{},True
1085,1037,420,37570.52,2024-12-20,{},True
1086,1229,274,28087.29,2025-09-19,{},True
1087,128,135,1019.68,2025-01-04,{},True
1088,426,119,19732.12,2024-07-22,{},True
1089,363,225,7372.27,2025-06-19,{},True
1090,551,399,15141.48,2025-07-25,{},True
1091,1698,66,9324.64,2024-05-27,{},True
1092,737,309,12986.64,2025-07-12,{},True
1093,799,251,11666.84,2025-07-26,{},True
1094,275,354,35201.69,2023-11-15,{},True
1095,1447,248,9013.48,2025-08-02,{},True
1096,1835,76,5140.34,2025-06-29,{},True
1097,646,179,11943.73,2025-08-26,{},True
1098,656,26,38868.33,2025-02-24,{},True
1099,804,317,43261.27,2025-03-02,{},True
1100,385,398,43694.07,2024-09-07,{},True
1101,1161,478,45384.61,2024-04-28,{},True
1102,520,186,4875.3,2025-06-02,{},True
1103,1444,341,19761.86,2024-05-07,{},True
1104,1669,360,49435.01,2024-06-08,{},True
1105,1601,36,21133.04,2023-12-28,{},True
1106,1120,205,8715.84,2025-04-14,{},True
1107,1965,152,41670.52,2024-01-30,{},True
1108,1605,167,43943.37,2024-12-04,{},True
1109,461,103,29074.03,2024-02-13,{},True
1110,873,417,36091.43,2024-07-22,{},True
1111,1945,377,47521.08,2024-09-09,{},True
1112,1696,238,16219.18,2024-09-23,{},True
1113,306,329,28769.35,2024-01-28,{},True
1114,810,381,15276.05,2024-06-17,{},True
1115,1966,246,3331.58,2025-06-14,{},True
1116,1394,48,25626.21,2024-09-11,{},True
1117,435,468,44830.74,2025-06-06,{},True
1118,1349,2,22701.05,2024-01-06,{},True
1119,396,378,28688.86,2024-03-09,{},True
1120,1194,364,4409.03,2024-05-01,{},True
1121,539,499,20010.77,2024-01-13,{},True
1122,1898,187,43025.41,2024-11-01,{},True
1123,1588,211,46866.22,2025-05-14,{},True
1124,887,298,34768.26,2025-04-01,{},True
1125,1757,261,17043.97,2024-10-07,{},True
1126,1855,404,3214.38,2025-09-27,{},True
1127,775,235,44118.0,2025-06-17,{},True
1128,1782,216,32457.8,2024-10-01,{},True
1129,739,182,31021.6,2025-07-17,{},True
1130,1924,386,29044.06,2024-08-13,{},True
1131,1929,491,29867.43,2024-03-11,{},True
1132,1690,212,29285.81,2024-04-24,{},True
1133,832,32,37044.96,2025-03-31,{},True
1134,283,102,18943.03,2025-08-13,{},True
1135,628,293,35476.58,2024-05-09,{},True
1136,1625,409,17405.63,2024-07-13,{},True
1137,214,434,14501.37,2024-12-09,{},True
1138,923,342,276.29,2025-02-04,{},True
1139,551,101,44374.06,2024-08-24,{},True
1140,516,499,7796.15,2025-07-20,{},True
1141,1244,54,42585.59,2024-06-20,{},True
1142,319,221,9916.72,2024-01-24,{},True
1143,1019,240,23495.3,2025-01-11,{},True
1144,557,363,45039.08,2025-05-13,{},True
1145,303,93,7299.03,2024-02-01,{},True
1146,1757,96,34002.37,2024-09-14,{},True
1147,269,496,32303.14,2024-12-24,{},True
1148,1660,367,39708.23,2025-07-24,{},True
1149,1724,246,9630.36,2025-07-22,{},True
1150,1052,48,33424.24,2024-10-01,{},True
1151,1790,411,34139.66,2024-08-19,{},True
1152,58,470,11667.1,2024-02-23,{},True
1153,909,105,5242.65,2024-07-18,{},True
1154,670,52,1611.19,2024-06-13,{},True
1155,362,303,46409.28,2023-10-20,{},True
1156,1107,122,36450.64,2024-10-02,{},True
1157,670,8,25330.53,2024-04-03,{},True
1158,422,121,8456.17,2025-04-20,{},True
1159,208,13,14956.12,2024-03-12,{},True
1160,425,377,47800.99,2024-06-26,{},True
1161,180,495,10918.5,2025-03-03,{},True
1162,1332,219,36606.65,2023-11-14,{},True
1163,1377,363,14773.11,2023-11-16,{},True
1164,462,34,34853.82,2024-03-08,{},True
1165,1973,40,30292.01,2024-01-24,{},True
1166,1974,324,48314.66,2024-10-24,{},True
1167,1831,195,11550.16,2025-04-12,{},True
1168,1652,101,37997.03,2025-05-24,{},True
1169,535,229,31429.51,2024-03-30,{},True
1170,1437,184,43588.03,2024-08-28,{},True
1171,1773,109,12193.25,2023-11-14,{},True
1172,1309,325,25320.16,2025-02-08,{},True
1173,1843,86,16216.16,2025-08-27,{},True
1174,221,249,40050.57,2025-08-13,{},True
1175,1116,293,48197.79,2024-03-28,{},True
1176,1412,346,7398.45,2024-09-26,{},True
1177,816,473,26993.22,2025-05-09,{},True
1178,1167,485,32266.16,2025-08-09,{},True
1179,1848,372,12772.63,2025-07-17,{},True
1180,1583,283,34403.1,2024-03-20,{},True
1181,356,476,25635.49,2023-12-16,{},True
1182,622,178,23070.03,2024-05-17,{},True
1183,1381,286,20910.09,2024-02-01,{},True
1184,1955,352,49006.15,2025-05-07,{},True
1185,1550,289,33207.33,2024-06-19,{},True
1186,1054,498,4309.61,2024-01-24,{},True
1187,1523,91,18488.91,2024-05-04,{},True
1188,601,306,30272.09,2024-06-28,{},True
1189,219,472,15156.75,2024-03-06,{},True
1190,510,374,20940.58,2025-06-22,{},True
1191,205,103,10888.39,2024-09-20,{},True
1192,1060,495,21709.24,2025-01-04,{},True
1193,1612,115,20742.99,2025-08-29,{},True
1194,1418,149,42442.71,2024-02-16,{},True
1195,168,221,5068.33,2025-02-20,{},True
1196,1692,6,15969.93,2024-10-25,{},True
1197,494,116,22661.13,2025-06-08,{},True
1198,41,248,37629.42,2025-02-05,{},True
1199,1625,356,41569.58,2024-01-08,{},True
1200,784,241,3957.47,2024-09-06,{},True
1201,1021,359,13020.1,2025-04-20,{},True
1202,9,214,30293.47,2023-10-20,{},True
1203,1873,438,18774.74,2024-02-12,{},True
1204,491,412,3951.3,2024-09-07,{},True
1205,222,233,39482.27,2025-05-19,{},True
1206,1670,393,29760.9,2025-02-24,{},True
1207,1754,1,33169.13,2024-09-10,{},True
1208,795,319,38492.19,2024-03-30,{},True
1209,288,305,21337.89,2024-06-06,{},True
1210,289,438,2678.56,2024-11-11,{},True
1211,183,284,21530.14,2025-02-16,{},True
1212,1256,101,3305.93,2025-03-16,{},True
1213,1549,55,32260.87,2023-11-02,{},True
1214,1821,228,27620.1,2024-12-25,{},True
1215,1814,324,22640.63,2024-05-09,{},True
1216,1523,354,46803.46,2025-10-05,{},True
1217,789,354,12929.45,2024-11-01,{},True
1218,1976,133,762.97,2025-08-30,{},True
1219,1596,453,5895.19,2024-03-24,{},True
1220,1681,74,31927.45,2023-10-24,{},True
1221,706,127,43857.27,2024-02-14,{},True
1222,928,499,16776.98,2024-06-10,{},True
1223,1637,1,13061.81,2025-04-21,{},True
1224,1717,53,21751.1,2024-12-07,{},True
1225,605,362,11736.89,2024-09-07,{},True
1226,1732,376,45133.68,2023-12-04,{},True
1227,557,26,11373.39,2025-05-25,{},True
1228,1788,239,6328.73,2025-05-19,{},True
1229,776,245,16848.18,2024-01-10,{},True
1230,708,226,20937.36,2024-02-03,{},True
1231,1207,324,2917.94,2025-01-28,{},True
