id,ie_committee_id,amount,date,race_id,candidate_name,purpose,raw,created_at,is_fake
443,309,95959.12,2025-04-01,59,Shelley Russell,Bring good claim city cover none player serve.,{},2025-01-15 23:56:24,True
444,361,27997.15,2024-11-16,83,Thomas Carroll,Media language well instead deal follow bed.,{},2025-05-02 16:37:38,True
445,397,28797.9,2025-03-30,30,John Williams,Never above stay small serious these.,{},2024-10-04 23:16:11,True
446,398,71784.33,2024-10-28,19,Ethan Barnett,Down various rest hair.,{},2024-07-13 07:29:27,True
447,304,70252.12,2024-10-18,45,Ryan Reese,Official discuss fine beyond.,{},2024-01-21 00:45:28,True
448,348,45709.26,2025-03-05,55,Albert Aguirre,Air front trade current.,{},2023-12-12 03:52:36,True
449,486,91901.41,2024-01-01,64,Adam Chang,Project live explain first military structure.,{},2025-09-15 01:21:54,True
450,355,64390.97,2025-01-13,37,Mary Powers,Fight matter a through.,{},2024-07-19 02:29:22,True
451,450,70766.05,2025-05-27,38,Kari Martinez,Cell turn already understand key raise.,{},2025-05-06 14:42:42,True
452,439,89814.75,2024-02-29,59,Ashley Munoz,Air avoid author well bar its management.,{},2023-12-16 08:11:25,True
453,67,26256.63,2025-07-28,82,David Blanchard,On two program.,{},2024-02-28 04:28:00,True
454,392,39395.11,2024-05-21,36,Tara Powell,Performance rest smile material situation computer.,{},2024-04-16 06:50:43,True
455,468,62073.56,2025-05-19,20,William Wright,Before by indicate parent.,{},2025-07-21 00:38:46,True
456,403,86798.43,2023-12-02,95,Catherine Knapp,Scene girl effort success.,{},2024-01-31 14:41:44,True
457,413,51042.46,2024-10-28,85,Gabriel Perez,Improve small hear pretty action official someone.,{},2025-04-06 05:33:19,True
458,397,29652.33,2025-06-08,73,Dawn Ochoa,Raise book data management.,{},2025-02-22 06:47:07,True
459,408,1116.23,2025-07-26,58,Sarah Scott,Indeed American Mrs with former that phone condition.,{},2024-11-23 00:11:23,True
460,322,89799.21,2025-10-03,85,Gina Hood,Who eye financial enough like student.,{},2025-05-03 22:37:03,True
461,446,7540.23,2024-07-19,5,Christine Perry,Become technology gas training answer.,{},2025-08-13 16:10:40,True
462,306,57273.35,2024-09-01,72,Christie Holmes,Green bank perhaps goal bad see discover cover.,{},2025-01-26 13:37:18,True
463,150,29227.56,2025-09-24,23,Cassandra Boone,Indicate machine push bill.,{},2023-10-23 08:04:27,True
464,315,50835.42,2024-12-22,75,Tamara Wiley,Also cold type despite term tree glass.,{},2025-09-21 09:58:32,True
465,292,24838.28,2024-08-15,49,David Jones,Weight organization physical attention.,{},2024-07-08 21:57:37,True
466,326,26041.37,2024-05-12,16,Pamela Holland,Them staff man there game you understand.,{},2025-06-10 18:23:42,True
467,66,50326.02,2024-04-23,55,Richard Little,Executive court low way matter.,{},2024-07-22 10:44:23,True
468,183,50641.46,2024-02-18,78,Thomas Brewer,Smile if opportunity south soldier garden.,{},2024-04-04 17:12:49,True
469,241,96964.1,2024-10-09,7,Duane Barker,Type buy could board.,{},2025-06-06 10:10:01,True
470,496,91986.16,2024-09-12,99,Paul Hoover,White choice dog customer suddenly recent determine travel.,{},2023-10-26 18:19:46,True
471,93,28490.16,2024-03-29,76,Denise Burns,Key help political food talk necessary same go.,{},2025-01-10 18:47:40,True
472,37,276.31,2025-10-02,83,Michael Barrera MD,Area suffer they.,{},2024-07-22 15:43:53,True
473,187,47010.29,2024-04-09,74,Heather Wells,Still above exactly space call.,{},2023-12-23 19:57:00,True
474,291,8950.52,2024-12-06,99,Melanie Hall,Room here prove strategy middle.,{},2024-07-28 13:26:15,True
475,435,82921.71,2025-04-18,96,Haley Davis DVM,Just music consumer foot good reach.,{},2025-10-08 09:35:05,True
476,134,22936.62,2025-03-25,87,Dana Mejia,Within painting region plan cost player institution.,{},2024-07-08 01:39:40,True
477,180,89234.56,2025-10-18,45,Marvin Weaver MD,Ground health lot between want rule cup.,{},2025-09-02 19:01:04,True
478,493,11785.94,2025-04-14,19,Billy Noble,Ahead once resource understand whole size walk.,{},2025-10-11 22:59:42,True
479,395,22373.14,2024-12-10,27,Dr. Todd Cooke,Civil smile do group interest.,{},2024-04-03 13:57:35,True
480,471,26597.31,2024-06-17,8,Brittany Thompson,Us ability evening feel prevent human modern.,{},2025-04-16 15:15:38,True
481,367,86929.74,2025-08-18,89,Susan Jackson,Quickly cold social receive challenge yet.,{},2024-02-02 19:37:57,True
482,14,51459.83,2024-11-23,3,Jacqueline Brewer,Prove religious appear gun.,{},2024-08-15 14:12:49,True
483,213,85346.56,2023-12-25,28,Alexis Acosta,Hope to hope film fish whether top.,{},2025-01-12 18:36:35,True
484,37,94004.97,2023-11-18,31,Ashley Simpson,Social turn walk education western such.,{},2025-04-30 22:21:02,True
485,303,32945.0,2024-06-04,84,Christine Peters,Interesting father add present.,{},2024-02-05 16:37:09,True
486,150,23941.13,2025-10-10,58,Sandra Brown,Parent foot artist water network traditional I score.,{},2024-02-26 19:39:51,True
487,277,74976.86,2025-07-22,84,Bobby Chambers,Push question meeting guess effect.,{},2025-06-26 22:10:40,True
488,470,27021.28,2025-01-03,42,Kathleen Smith,Surface evening TV hundred song still name foreign.,{},2025-05-09 15:42:32,True
489,318,2152.92,2025-01-14,61,Christine Wheeler,Newspaper camera other system herself majority only travel.,{},2024-01-24 19:33:34,True
490,108,99681.83,2025-01-06,94,Kevin Campbell,Training control huge above.,{},2024-11-25 11:05:20,True
491,427,12438.85,2024-03-25,67,Donald Mccall,Back away black friend father.,{},2024-12-26 14:57:36,True
492,84,7425.09,2024-04-20,13,Travis Smith,Feeling man soon.,{},2025-07-16 15:28:04,True
493,407,7230.06,2024-10-22,51,Anita Sullivan,Art person teacher rise same their key power.,{},2025-03-06 05:59:30,True
494,158,63774.99,2024-04-28,13,Corey Smith,Door concern bad.,{},2024-12-23 04:55:03,True
495,498,66034.7,2024-11-24,11,Mario Greer,Follow control try.,{},2024-02-17 17:37:31,True
496,164,25677.15,2025-02-12,99,Donna Richardson,Pm cultural former score politics.,{},2025-02-13 05:55:11,True
497,254,97470.26,2024-03-29,65,Miranda Morris,Her decade strategy computer structure build.,{},2024-05-24 08:37:50,True
498,299,21819.2,2023-12-01,60,Kathryn Williams,Future will what relationship may eye stay.,{},2024-09-22 00:12:53,True
499,326,97161.61,2024-06-01,7,Amanda Nguyen,North carry training.,{},2024-02-15 06:08:07,True
500,250,5918.14,2024-07-24,4,Kathryn Freeman,House speak dream.,{},2023-11-15 06:35:06,True
501,228,2611.31,2025-01-29,48,Stephanie Webster,Member firm for.,{},2024-08-18 20:52:39,True
502,485,64566.92,2025-08-23,3,Dr. Christopher Chung,Apply suggest someone reveal spend group important.,{},2024-03-18 00:30:02,True
503,327,40277.84,2024-08-28,17,Jean Smith,Option success dog whatever sister fire nature.,{},2025-04-13 19:11:22,True
504,198,66906.23,2024-01-28,24,Joseph Santos,Change building laugh teacher matter.,{},2023-11-30 22:50:50,True
505,228,40525.95,2025-05-25,33,Rhonda Booth,Bring its soon.,{},2024-12-02 03:39:06,True
506,366,65711.5,2024-08-31,98,David Carter,Anyone movie site pass stay after move.,{},2025-10-09 21:22:12,True
507,450,98816.16,2025-06-05,17,Angelica Johnson,Tv ball because politics.,{},2023-11-29 13:00:53,True
508,219,33537.55,2024-08-20,20,Rebecca Miller,About budget magazine.,{},2024-09-11 14:15:14,True
509,2,95782.39,2025-10-03,64,Kevin Branch,Brother catch away see response reveal eye respond.,{},2025-10-13 11:56:12,True
510,311,52575.06,2024-07-25,33,David Morris,Court citizen remember card rock evening skill.,{},2024-03-07 19:42:19,True
511,379,49159.75,2025-07-15,62,Ian Dougherty,Point same movement tax.,{},2024-01-21 23:21:39,True
512,263,62189.04,2024-12-12,96,Alyssa Thomas,Similar will life white politics city bed.,{},2025-07-09 20:28:17,True
513,435,64114.81,2025-02-01,57,Ricardo Giles,Four fight radio human challenge front among.,{},2024-10-22 03:28:15,True
514,310,92468.52,2023-12-29,64,Rebekah Rivera,Safe he yourself modern.,{},2025-10-18 03:59:12,True
515,254,66389.63,2024-08-24,21,Isaac Smith,Recently entire raise news image marriage ball.,{},2024-08-22 04:58:50,True
516,359,97055.28,2024-08-08,25,Zachary Ruiz,Item not blood first price.,{},2024-04-24 04:05:17,True
517,318,58932.83,2024-07-14,56,Linda Myers,Protect beyond ball movie picture.,{},2024-04-21 06:34:59,True
518,428,83449.94,2023-11-30,50,Erin James,Performance feel each night.,{},2024-02-10 14:11:40,True
519,290,80573.3,2025-07-10,67,Ashley Rivera,Responsibility shake face discussion section.,{},2024-01-15 12:28:18,True
520,154,36258.67,2025-06-05,35,Adam Brown,Suggest effort free may just contain product.,{},2025-01-05 09:02:03,True
521,56,86649.93,2024-01-31,76,Ronald Lawson,Campaign pick local effort expect thank.,{},2024-04-02 22:59:49,True
522,280,67395.45,2024-09-16,65,Patrick Cortez,Brother seven federal heavy.,{},2024-11-12 19:42:38,True
523,469,36295.98,2024-06-15,92,Courtney Owens,Heavy son break occur consumer argue.,{},2023-12-17 11:14:28,True
524,456,56913.12,2025-10-17,68,Brianna Williamson,Explain must character.,{},2023-11-30 07:31:56,True
525,85,40037.07,2025-01-03,19,Angela Weiss,Amount cup own enter alone stock.,{},2024-02-09 17:58:12,True
526,381,60509.0,2023-11-12,13,Kristina Kaiser,Place true agree around.,{},2024-04-22 17:02:41,True
527,215,80346.89,2024-04-24,46,Robin Hurley,World wall impact machine investment.,{},2024-01-17 00:13:54,True
528,54,31636.38,2025-06-22,93,Monica Rice,Rate just low thousand magazine prepare.,{},2025-08-25 00:24:41,True
529,296,31434.37,2025-05-06,62,Stephanie Leach,Check source sell me exist loss.,{},2025-05-02 00:18:44,True
530,476,28477.61,2024-12-03,70,Nathan Gonzalez,A ball realize public sell.,{},2025-01-06 08:51:23,True
531,426,74124.2,2024-03-02,64,Brianna Tyler,Citizen tonight owner finish recent.,{},2024-03-21 10:56:59,True
532,491,9975.95,2024-09-25,83,Nicholas Franco,Sure family address over.,{},2024-01-13 14:16:09,True
533,170,73483.98,2024-01-25,25,Mr. Michael Lopez,Walk suggest health free.,{},2024-03-10 07:44:03,True
534,493,20557.39,2024-05-26,83,Eric Brown,Affect investment kitchen management offer test reveal.,{},2025-01-02 02:37:30,True
535,229,57455.79,2024-03-22,100,Connie Smith,Service first away continue eye fill.,{},2024-06-14 13:59:18,True
536,117,7216.17,2024-04-11,86,Steven Sims,Her product evidence color.,{},2024-12-02 20:29:26,True
537,110,64150.51,2024-06-26,64,Lorraine Wilson,Soon bed treat science sometimes.,{},2024-05-12 17:15:46,True
538,169,89684.69,2024-11-08,9,Christine Robinson,Else continue national.,{},2025-05-13 16:12:26,True
539,316,83201.43,2025-03-10,96,Joseph Jimenez,Action trial painting itself employee however.,{},2023-11-09 08:10:41,True
540,49,85951.1,2025-05-29,49,April Ortiz,Form alone report scene.,{},2024-04-06 03:54:52,True
541,185,63081.73,2024-05-03,19,Gordon Hartman,Join deal develop matter firm.,{},2024-10-02 13:03:48,True
542,58,80282.54,2025-04-08,3,Allison Gonzales,Involve doctor want bit style hand until.,{},2024-01-28 02:29:44,True
543,403,4429.33,2025-01-07,64,Robert Buck,Almost Republican service class plant yeah.,{},2025-09-30 04:28:00,True
544,271,42472.65,2025-04-24,85,Mark Nichols,Example fact material such item relate industry.,{},2023-12-20 07:04:55,True
545,313,77134.06,2025-10-15,46,Jose Powers,Choice common director environmental.,{},2024-07-13 11:03:02,True
546,455,81659.3,2025-07-12,67,Marcus Mcgee,More deal address charge surface design out.,{},2024-02-27 16:44:58,True
547,344,91533.09,2024-05-20,60,Stephanie Anderson,Onto former economic story political.,{},2025-02-27 23:01:47,True
548,29,76868.14,2024-02-02,45,Karen Gill,Where would total.,{},2023-12-20 11:37:21,True
549,62,63686.3,2025-08-05,42,Joseph Sanders,Above nothing your score century.,{},2025-03-21 20:14:58,True
550,117,51322.32,2025-01-17,84,Sydney Ramirez,Case area case hand.,{},2025-01-26 14:05:32,True
551,28,87471.26,2025-07-01,54,Lindsey Parker,Statement test shoulder place.,{},2024-05-11 20:06:36,True
552,99,9645.82,2024-06-09,90,Ricardo Moran,Guess position forward step election government society.,{},2024-08-20 02:25:43,True
553,2,33157.48,2024-09-04,28,Eric Kirk,Entire door particularly identify other.,{},2023-12-16 17:08:51,True
554,455,49644.57,2025-06-28,50,Lisa Burns,Pretty research leader share item investment.,{},2025-03-10 00:01:01,True
555,307,20898.57,2024-09-10,94,Heather Osborne,Occur item necessary race property through.,{},2024-01-02 00:05:22,True
556,285,46819.64,2025-04-04,74,Charles Henderson,Rule hundred field until.,{},2023-11-17 13:56:38,True
557,465,82822.47,2023-11-06,22,Jackson Jenkins,Name voice always soldier stock.,{},2025-07-20 17:28:35,True
558,363,87112.22,2024-01-10,64,Kyle Perez,Ground deep trip material week hundred close local.,{},2024-05-05 01:49:07,True
559,147,67584.76,2025-04-09,50,Joshua Clark,More final face.,{},2025-08-28 08:16:33,True
560,397,18811.9,2024-10-07,51,Brian Knight,Option side state.,{},2024-08-19 14:12:02,True
561,467,51610.09,2024-03-28,79,Bradley Osborne PhD,She party PM they about account wear.,{},2024-10-09 19:42:10,True
562,244,31794.21,2024-10-24,12,Tina Moreno,Finish apply trial view.,{},2024-12-10 12:30:46,True
563,40,74711.36,2024-09-24,45,Andrew Burke,Approach nor his others.,{},2024-06-04 21:02:57,True
564,84,66866.54,2024-05-23,98,Rebecca Jones,Relate trouble whom community he phone effect.,{},2024-02-22 00:46:13,True
565,407,20719.95,2025-05-05,63,Cindy Gentry,Drive form produce forward out school grow.,{},2024-01-08 22:29:25,True
566,69,85938.56,2023-11-01,4,Kathy Gomez,Camera reduce manage admit wrong.,{},2025-09-17 14:23:25,True
567,228,32584.64,2024-07-29,78,Karen Wilson,Already wind provide once someone toward.,{},2024-03-03 20:01:55,True
568,99,73317.0,2024-10-16,40,Andrew Beasley,Century purpose such.,{},2025-01-06 13:53:40,True
569,441,65135.61,2025-07-16,33,Kevin Lopez,Manager sing clearly plan old test modern.,{},2024-09-13 16:59:07,True
570,335,60909.88,2025-01-13,15,Victoria Powell,Window mission somebody fear reduce trip.,{},2025-07-21 09:03:39,True
571,304,70677.42,2025-05-19,49,Mary Berry,Mean popular win understand director glass.,{},2024-03-05 12:29:18,True
572,338,27089.58,2024-06-17,87,Michelle Berg,Course trial whom.,{},2024-10-31 19:03:17,True
573,295,97122.64,2025-05-25,98,Diane Smith,Whole individual Congress.,{},2024-08-10 16:20:30,True
574,391,65199.81,2025-07-08,23,John Smith,Huge note recent bring section simply.,{},2023-11-03 17:23:13,True
575,325,26343.81,2024-06-16,26,Edwin Clements,Have alone although wife pick executive.,{},2024-04-11 03:29:03,True
576,284,27867.57,2025-01-25,74,Andrea Wilson,Rich mention billion reality far buy tree fear.,{},2024-10-11 22:39:38,True
577,486,93225.83,2024-05-07,19,Joseph Gonzalez,Class southern money key interesting.,{},2024-05-16 13:32:14,True
578,393,49366.88,2024-01-27,86,Joshua Watson DVM,Window doctor discuss strategy.,{},2024-03-06 15:48:02,True
579,39,84395.26,2024-03-16,58,Stephanie Sims,Relate bar exactly as statement.,{},2024-08-23 05:06:52,True
580,438,92353.2,2024-04-02,86,Kristina Miller,Outside star year drive.,{},2025-07-04 20:11:06,True
581,326,41461.48,2024-03-23,43,Kimberly Hughes,College point small inside.,{},2023-12-23 14:51:34,True
582,3,64740.97,2025-06-18,8,Jose Hill,Indicate them always lawyer everyone.,{},2025-10-12 07:23:51,True
583,165,67423.24,2025-06-01,70,Douglas Bray,World expert usually artist pay Republican learn.,{},2023-12-07 08:12:07,True
584,80,35022.51,2025-03-23,83,Danielle Bell,Source too research after response network hold be.,{},2024-09-17 21:59:22,True
585,465,11946.83,2025-05-14,4,Stacy Roberts,Model meeting sense remember money movement government political.,{},2024-08-19 16:09:59,True
586,481,19229.98,2025-08-26,84,Melanie Castaneda,Dream participant over office office never matter.,{},2024-02-17 02:05:45,True
587,273,43512.8,2023-12-25,17,Victoria Sanchez,Still deal member although.,{},2025-08-31 13:20:35,True
588,10,47738.51,2025-09-27,75,Eric Olson,Around yeah trade establish.,{},2025-03-10 23:59:49,True
589,54,27461.49,2024-11-03,95,Paul Valentine,West class move commercial.,{},2025-06-09 13:01:44,True
590,192,41483.66,2025-01-07,10,Ryan Jackson,Community prepare series people day.,{},2024-06-09 10:59:04,True
591,318,40877.39,2025-06-19,52,Christian Barron,Most camera organization air such.,{},2023-11-23 03:16:26,True
592,373,45966.06,2023-12-01,49,Kimberly Thomas,Live reality dinner wish what could little.,{},2025-10-04 19:03:10,True
593,408,1054.32,2025-02-13,12,Leonard Sullivan,Common amount allow head PM stay life.,{},2025-02-26 21:21:27,True
594,369,33356.12,2025-03-20,92,Dennis Franklin,Hard red sense direction difference.,{},2024-02-15 06:04:01,True
595,139,23535.6,2025-07-10,1,Paul Woods,Talk up decision consider.,{},2023-11-23 21:28:49,True
596,394,8209.53,2025-04-05,24,Christy Larson,Surface expect cold participant adult represent whatever.,{},2025-10-17 19:26:09,True
597,201,65439.26,2024-05-03,44,Lisa Brown,Why cultural economic.,{},2024-07-11 06:46:42,True
598,233,37911.16,2024-05-16,39,Bryan Daniels DDS,View change green always fund edge.,{},2024-12-16 07:34:51,True
599,237,37077.19,2025-03-03,83,Dawn Long,Box player truth name level fine onto.,{},2024-10-08 11:12:37,True
600,434,76998.52,2023-12-18,51,Alan Taylor,Food data hand pass.,{},2024-07-06 19:51:02,True
601,186,74630.35,2024-02-14,25,Elizabeth Spencer,Foot tend hundred main idea.,{},2024-09-16 17:35:24,True
602,372,14012.85,2024-09-02,83,Lucas Cook,No get character interview money put animal high.,{},2023-10-28 14:10:32,True
603,245,48021.45,2024-01-21,39,Olivia Bell,Measure politics least car contain bank.,{},2023-12-21 23:30:27,True
604,43,76474.97,2024-04-18,44,Jennifer Gregory,Bag ask management special.,{},2025-05-07 21:51:25,True
605,2,43378.74,2024-09-09,42,Brandon Malone,Debate beautiful knowledge growth matter source.,{},2025-04-28 04:58:28,True
606,315,2199.09,2024-08-02,97,Scott Weaver,Create shake body.,{},2025-01-07 17:20:33,True
607,411,72681.6,2024-03-03,31,Carrie Smith,Officer relationship pick offer.,{},2024-07-30 11:51:18,True
608,125,5546.09,2024-03-08,39,Rhonda Gutierrez,Religious new hope so table.,{},2025-06-07 14:49:38,True
609,457,87257.88,2024-05-20,98,Jasmine Harris,Arm ground benefit behind.,{},2024-10-16 21:16:20,True
610,360,18663.32,2025-05-04,40,Brenda Bishop,Effect PM improve total bill message.,{},2025-07-12 01:03:06,True
611,360,48574.49,2024-12-02,3,Christine Smith,Teacher very others no.,{},2024-08-24 20:50:27,True
612,443,41874.46,2024-03-07,13,Kara Garcia,Chair outside pressure compare theory eight market.,{},2024-11-16 09:32:57,True
613,429,37583.21,2025-09-03,43,Nicole Dean,Enjoy draw prove director agency bill.,{},2025-03-18 07:36:39,True
614,113,84991.46,2024-10-17,60,Deborah Chavez,Management once to rich rich.,{},2024-10-17 19:11:09,True
615,113,83652.41,2025-06-19,2,Joshua Rogers,Treat song doctor any identify someone sound street.,{},2024-03-24 22:40:44,True
616,165,20463.61,2024-10-27,38,Mary Navarro,Southern central opportunity close.,{},2025-02-02 02:08:54,True
617,85,54362.92,2025-01-13,1,Shawn Spencer,Animal too party never brother seem large.,{},2024-07-21 22:47:05,True
618,487,49125.01,2023-11-30,68,Daniel Powell,Loss play whatever face business much.,{},2024-04-29 02:38:30,True
619,36,63531.03,2025-02-21,54,Andrew Bennett,Three hotel page very style standard.,{},2024-08-31 02:57:31,True
620,77,57920.25,2025-02-18,8,John Martin,Trouble effect information can central painting.,{},2025-05-30 15:48:40,True
621,479,57592.54,2025-09-08,84,Nancy Meyers,Step open buy certain if.,{},2024-10-31 05:00:25,True
622,194,11232.08,2025-09-30,8,Samuel Smith,Town can player employee service degree miss.,{},2025-05-04 18:04:15,True
623,246,11244.16,2025-06-26,7,David Smith,Increase better travel traditional.,{},2025-05-17 12:37:47,True
624,222,39868.11,2024-06-22,51,Vanessa Moody,Discuss science position plant claim billion economic.,{},2025-09-14 00:10:32,True
625,310,5552.75,2025-08-01,56,Denise Hernandez,Especially situation reality sea.,{},2025-06-24 19:09:49,True
626,434,87019.33,2025-06-10,8,April Newman,List return over tonight.,{},2025-09-19 13:21:17,True
627,170,57660.38,2024-07-10,35,Gordon Walker,Rock management apply generation maybe second.,{},2024-11-30 14:29:11,True
628,61,12050.53,2023-12-11,85,Christopher Murray,Information opportunity turn popular at.,{},2025-01-15 03:18:13,True
629,431,57454.59,2024-05-19,88,John Pearson,Direction commercial much agree very change.,{},2024-06-30 11:14:47,True
630,241,44362.21,2025-02-26,56,Paige Flores,West traditional article can American.,{},2025-10-15 18:38:58,True
631,346,20352.9,2024-11-10,77,Christine Miller,Rich draw thus these to health really.,{},2023-10-21 16:48:18,True
632,295,97877.54,2024-12-29,53,Kathy Cooper,Drop blood seven claim feeling let build.,{},2025-07-23 14:11:57,True
633,227,3324.72,2025-05-21,80,Gary Mckay,Try bed outside help grow that skill.,{},2025-05-30 18:54:01,True
634,199,67342.66,2024-07-13,71,Kevin Harrison,Size operation guess magazine easy bit class.,{},2024-08-05 16:45:03,True
635,237,27187.39,2024-07-06,54,Adrian Williams,Position idea cell experience show partner.,{},2025-07-09 16:11:25,True
636,424,7015.73,2024-10-16,20,Theresa Goodman,Month use affect ball soon different black.,{},2023-12-23 12:17:55,True
637,77,60548.12,2025-02-21,66,Sarah Michael,Level shoulder eight point strong any management.,{},2024-07-11 14:47:36,True
638,113,1938.05,2024-10-18,86,Mary Miller,Still campaign kind tough article mother company truth.,{},2024-06-22 16:40:24,True
639,385,49059.79,2024-08-12,67,Elizabeth Armstrong,Car of former modern up.,{},2024-12-20 03:48:47,True
640,160,71243.75,2025-04-14,58,Justin Griffith,Focus themselves hope enter together catch.,{},2025-10-14 19:11:31,True
641,435,56362.2,2025-06-10,66,Casey Cummings,Education practice specific prepare over laugh.,{},2024-04-16 17:40:21,True
642,465,50524.01,2024-01-21,33,Michael Russell,Number school including.,{},2024-01-14 15:19:17,True
643,399,21757.94,2024-05-14,45,Daniel Cook,Power participant minute least by vote wall ground.,{},2024-05-21 10:03:25,True
644,319,40386.46,2024-02-27,68,Evelyn Johnson,Before industry pretty current in national.,{},2024-11-09 09:23:46,True
645,380,39231.68,2025-04-10,88,Karl Peterson,Thus police group provide contain animal.,{},2024-02-28 02:04:36,True
646,221,99623.64,2024-10-02,58,Mr. Kenneth Rodriguez,You arm concern.,{},2025-08-18 00:49:19,True
647,130,92067.61,2025-08-21,24,Tamara Kirk,And minute structure do find.,{},2024-11-03 16:49:36,True
648,481,69632.87,2025-03-21,2,Angela Hansen,Billion simple air Congress grow.,{},2025-02-21 10:11:26,True
649,447,77956.46,2024-11-12,5,Leslie Ford,Nearly serve another.,{},2024-12-23 07:29:32,True
650,292,71331.65,2024-03-28,9,Kevin Hernandez,Letter you may.,{},2024-08-17 19:52:59,True
651,461,32512.88,2025-05-13,63,Jeremy Klein,Use identify store tonight call whom.,{},2024-02-26 16:39:03,True
652,417,33361.68,2025-02-09,46,Brandon Edwards,Painting professional rest call.,{},2024-08-10 06:27:43,True
653,9,11654.5,2024-07-01,25,Summer Wright,Them out safe agreement individual.,{},2024-08-13 00:33:11,True
654,437,76133.55,2025-03-14,28,Laura Mckenzie,Answer marriage fine of protect.,{},2025-04-30 18:08:31,True
655,197,45287.54,2024-03-09,20,Richard Weeks,Chair whose share ok.,{},2024-09-09 11:59:25,True
656,373,65820.99,2025-05-28,9,Paula Wilson,Pattern term nation agree.,{},2024-04-16 08:23:31,True
657,428,32820.22,2024-05-15,58,Grant Maynard,White few how guess free.,{},2025-04-09 03:48:46,True
658,392,73214.23,2024-08-19,9,Christopher Juarez,Into difference month measure body miss.,{},2025-05-11 23:25:05,True
659,142,1874.56,2024-08-03,21,Joseph Tran,Lose loss reveal also world yes none.,{},2024-01-26 18:39:00,True
660,465,53517.52,2024-09-01,38,Wesley Francis,Relationship know whether large this.,{},2024-12-14 07:55:22,True
661,386,83243.23,2025-09-01,40,Chad Fuller,Government owner it piece team.,{},2023-11-23 09:18:28,True
662,481,60951.7,2025-08-15,16,Cody Walker,South view choose policy process suggest tax.,{},2025-03-13 12:17:34,True
663,329,24073.59,2024-02-10,11,Andrew Fisher,Smile establish common personal generation.,{},2025-05-02 14:52:47,True
664,216,79233.46,2025-06-15,8,Gene Campbell,You which population deal before push.,{},2025-06-19 04:24:10,True
665,291,27927.64,2025-01-05,82,Anthony Sexton,Watch what rise get.,{},2023-12-26 04:03:38,True
666,86,66424.64,2024-12-31,28,Brianna Jenkins,Reality side result manage.,{},2025-01-18 18:32:32,True
667,339,10672.7,2024-03-28,73,David Miles DDS,Support time north where.,{},2024-08-10 20:50:24,True
668,210,63904.71,2024-07-23,61,Ashley Hobbs,Court seek they pretty would adult on both.,{},2024-07-03 07:10:00,True
669,276,8670.68,2024-02-11,29,Jane Thomas,Because college anyone after.,{},2024-12-03 08:36:04,True
670,61,88210.47,2024-06-25,79,Cristian Reed,Seem what blue collection worry.,{},2024-06-27 11:50:27,True
671,33,36521.36,2025-08-08,66,Samuel Reynolds PhD,Know worker former.,{},2024-11-29 10:50:39,True
672,373,7548.63,2025-03-05,31,Brandi Daniels,Add food what court successful turn.,{},2025-06-01 10:36:07,True
673,196,80734.19,2024-07-10,3,Joseph Potts,Thank address visit never Republican.,{},2025-01-28 05:39:11,True
674,14,27649.25,2024-05-21,57,Jordan Gallegos,Democratic manage even anything involve weight board.,{},2023-11-08 01:46:09,True
675,305,4911.08,2024-12-16,56,Zachary Snow,Yard last she imagine response.,{},2024-01-25 12:48:25,True
676,376,30597.06,2025-01-27,77,Elizabeth Leonard,Thing your standard remember major community summer training.,{},2024-10-20 23:07:23,True
677,135,6092.32,2023-12-10,45,Thomas Brown,Standard loss road easy already discussion more.,{},2024-04-13 14:22:04,True
678,350,80560.46,2025-01-19,9,Nathan Dillon,Threat office particularly start land four draw.,{},2024-02-03 17:54:04,True
679,169,9914.29,2025-08-16,98,William Flowers,Industry ability here record wish.,{},2025-09-18 23:01:49,True
680,115,61661.11,2024-05-08,20,Christopher Woods,Stuff official mission art kid chance those.,{},2024-06-14 09:20:12,True
681,254,56016.49,2025-08-16,12,Darrell Henry,Cup among foreign close thank television skill.,{},2025-07-19 15:41:45,True
682,444,70361.97,2025-05-14,10,James Tapia,Remain responsibility too each series personal.,{},2024-01-03 23:55:10,True
683,319,97742.12,2023-12-26,21,Tony Martin,Whom help national himself.,{},2024-02-02 09:13:25,True
684,223,78981.68,2025-10-08,69,Roberta Ramos,Cold among year risk for myself.,{},2025-03-06 15:36:54,True
685,306,5529.28,2024-01-15,80,Martin Parsons,Think color much future everybody.,{},2024-05-16 06:07:55,True
686,257,84404.64,2025-04-16,55,Elizabeth Russell,Trouble wrong rest main.,{},2025-08-11 22:06:21,True
687,491,67847.82,2024-01-02,82,Carly Johnson,South public south again heavy.,{},2025-06-14 17:15:55,True
688,217,82703.82,2024-06-15,67,Charles Brown,North rule kid attorney close set.,{},2024-06-19 22:26:14,True
689,38,89264.65,2024-05-19,38,Julia Wilson,World fear move thank these however.,{},2025-04-20 05:24:47,True
690,158,86027.49,2024-07-02,55,Antonio Murphy,Follow right computer big.,{},2023-10-22 07:48:47,True
691,459,63904.76,2025-07-15,93,Richard Aguilar,Population everybody example brother suggest popular.,{},2024-04-26 17:07:56,True
692,200,9692.11,2024-03-11,62,Samantha Smith,Treatment heavy culture front something clearly such lead.,{},2025-07-14 06:51:41,True
693,389,46712.96,2025-09-28,20,Cory Perez,Voice machine modern ago.,{},2025-07-25 12:01:42,True
